book,chapter,verse,reference,text
시편,65,2,시편 65:2,"기도를 들으시는 주여, 모든 육체가 주께 나아오리이다"
시편,65,3,시편 65:3,죄악이 나를 이기었사오니 우리의 죄과를 주께서 사하시리이다
시편,65,4,시편 65:4,주께서 택하시고 가까이 오게 하사 주의 뜰에 거하게 하신 사람은 복이 있나이다 우리가 주의 집 곧 주의 성전의 아름다움으로 만족하리이다
시편,65,5,시편 65:5,"우리 구원의 하나님이시여, 땅의 모든 끝과 먼 바다에 있는 자의 의지할 주께서 의를 좇아 엄위하신 일로 우리에게 응답하시리이 다"
시편,65,6,시편 65:6,주는 주의 힘으로 산을 세우시며 권능으로 띠를 띠시며
시편,65,7,시편 65:7,바다의 흉용과 물결의 요동과 만민의 훤화까지 진정하시나이다
시편,65,8,시편 65:8,땅 끝에 거하는 자가 주의 징조를 두려워하나이다 주께서 아침 되는 것과 저녁되는 것을 즐거워하게 하시며
시편,65,9,시편 65:9,땅을 권고하사 물을 대어 심히 윤택케 하시며 하나님의 강에 물이 가득하게 하시고 이 같이 땅을 예비하신 후에 저희에게 곡식 을 주시나이다
시편,65,10,시편 65:10,주께서 밭고랑에 물을 넉넉히 대사 그 이랑을 평평하게 하시며 또 단비로 부드럽게 하시고 그 싹에 복주시나이다
시편,65,11,시편 65:11,주의 은택으로 년사에 관 씌우시니 주의 길에는 기름이 떨어지며
시편,65,12,시편 65:12,들의 초장에도 떨어지니 작은 산들이 기쁨으로 띠를 띠었나이다
시편,65,13,시편 65:13,초장에는 양떼가 입혔고 골짜기에는 곡식이 덮였으매 저희가 다 즐거이 외치고 또 노래하나이다
시편,66,1,시편 66:1,"온 땅이여, 하나님께 즐거운 소리를 발할지어다"
시편,66,2,시편 66:2,그 이름의 영광을 찬양하고 영화롭게 찬송할지어다
시편,66,4,시편 66:4,온 땅이 주께 경배하고 주를 찬양하며 주의 이름을 찬양하리이다 할지어다
시편,66,5,시편 66:5,와서 하나님의 행하신 것을 보라 인생에게 행하심이 엄위하시도다
시편,66,6,시편 66:6,하나님이 바다를 변하여 육지되게 하셨으므로 무리가 도보로 강을 통과하고 우리가 거기서 주로 인하여 기뻐하였도다
시편,66,8,시편 66:8,만민들아 ! 우리 하나님을 송축하며 그 송축소리로 들리게 할찌어다
시편,66,9,시편 66:9,그는 우리 영혼을 살려 두시고 우리의 실족함을 허락지 아니하시는 주시로다
시편,66,10,시편 66:10,"하나님이여, 주께서 우리를 시험하시되 우리를 단련하시기를 은을 단련함 같이 하셨으며"
시편,66,12,시편 66:12,사람들로 우리 머리 위로 타고 가게 하셨나이다 우리가 불과 물을 통행하더니 주께서 우리를 끌어내사 풍부한 곳에 들이셨나이다
시편,66,16,시편 66:16,하나님을 두려워하는 너희들아 다 와서 들으라 하나님이 내 영혼을 위하여 행하신 일을 내가 선포하리로다
시편,66,17,시편 66:17,내가 내 입으로 그에게 부르짖으며 내 혀로 높이 찬송하였도다
시편,66,18,시편 66:18,내가 내 마음에 죄악을 품으면 주께서 듣지 아니하시리라
시편,66,19,시편 66:19,그러나 하나님이 실로 들으셨으며 내 기도 소리에 주의하셨도다
시편,66,20,시편 66:20,하나님을 찬송하리로다 ! 저가 내 기도를 물리치지 아니하시고 그 인자하심을 내게서 거두지도 아니하셨도다
시편,67,1,시편 67:1,하나님은 우리를 긍휼히 여기사 복을 주시고 그 얼굴 빛으로 우리에게 비취사
시편,67,2,시편 67:2,"주의 도를 땅 위에, 주의 구원을 만방 중에 알리소서"
시편,67,3,시편 67:3,"하나님이여, 민족들로 주를 찬송케 하시며 모든 민족으로 주를 찬송케 하소서"
시편,67,5,시편 67:5,"하나님이여, 민족들로 주를 찬송케 하시며 모든 민족으로 주를 찬송케 하소서"
시편,67,6,시편 67:6,땅이 그 소산을 내었도다 하나님 곧 우리 하나님이 우리에게 복을 주시리로다
시편,67,7,시편 67:7,하나님이 우리에게 복을 주시리니 땅의 모든 끝이 하나님을 경외하리로다
시편,68,3,시편 68:3,의인은 기뻐하여 하나님 앞에서 뛰놀며 기뻐하고 즐거워할지어다
시편,68,4,시편 68:4,하나님께 노래하며 그 이름을 찬양하라 타고 광야에 행하시던 자를 위하여 대로를 수축하라 그 이름은 여호와시니 그 앞에서 뛰놀지어다
시편,68,5,시편 68:5,그 거룩한 처소에 계신 하나님은 고아의 아버지시며 과부의 재판장이시라
시편,68,6,시편 68:6,하나님은 고독한 자로 가속 중에 처하게 하시며 수금된 자를 이끌어 내사 형통케 하시느니라 오직 거역하는 자의 거처는 메마른 땅이로다
시편,68,7,시편 68:7,"하나님이여, 주의 백성 앞에서 앞서 나가사 광야에 행진 하셨을 때에"
시편,68,9,시편 68:9,"하나님이여, 흡족한 비를 보내사 주의 산업이 곤핍할 때에 견고케 하셨고"
시편,68,10,시편 68:10,"주의 회중으로 그 가운데 거하게 하셨나이다 하나님이여, 가난한 자를 위하여 주의 은택을 준비하셨나이다"
시편,68,11,시편 68:11,주께서 말씀을 주시니 소식을 공포하는 여자가 큰 무리라
시편,68,13,시편 68:13,너희가 양우리에 누울 때에는 그 날개를 은으로 입히고 그 깃을 황금으로 입힌 비둘기 같도다
시편,68,14,시편 68:14,전능하신 자가 열왕을 그 중에서 흩으실 때에는 살몬에 눈이 날림 같도다
시편,68,15,시편 68:15,바산의 산은 하나님의 산임이여 바산의 산은 높은 산이로다
시편,68,16,시편 68:16,"너희 높은 산들아, 어찌하여 하나님이 거하시려 하는 산을 시기하여 보느뇨 진실로 여호와께서 이 산에 영영히 거하시리로다"
시편,68,18,시편 68:18,주께서 높은 곳으로 오르시며 사로잡은 자를 끌고 선물을 인간에게서 또는 패역자 중에서 받으시니 여호와 하나님이 저희와 함께 거하려 하심이로다
시편,68,19,시편 68:19,날마다 우리 짐을 지시는 주 곧 우리의 구원이신 하나님을 찬송할지로다 !
시편,68,22,시편 68:22,주께서 말씀하시기를 내가 저희를 바산에서 돌아오게 하며 바다 깊은 데서 도로 나오게 하고
시편,68,24,시편 68:24,"하나님이여, 저희가 주의 행차하심을 보았으니 곧 나의 하나님 나의 왕이 성소에 행차하시는 것이라"
시편,68,25,시편 68:25,소고 치는 동녀 중에 가객은 앞서고 악사는 뒤따르나이다
시편,68,26,시편 68:26,이스라엘의 근원에서 나온 너희여 대회 중에서 하나님 곧 주를 송축할지어다
시편,68,27,시편 68:27,거기는 저희 주관자 작은 베냐민과 유다의 방백과 그 무리와 스불론의 방백과 납달리의 방백이 있도다
시편,68,28,시편 68:28,"네 하나님이 네 힘을 명하셨도다 하나님이여, 우리를 위하여 행하신 것을 견고히 하소서"
시편,68,29,시편 68:29,예루살렘에 있는 주의 전을 위하여 왕들이 주께 예물을 드리리이다
시편,68,30,시편 68:30,갈밭의 들짐승과 수소의 무리와 만민의 송아지를 꾸짖으시고 은 조각을 발 아래 밟으소서 저가 전쟁을 즐기는 백성을 흩으셨도다
시편,68,32,시편 68:32,땅의 열방들아 하나님께 노래하고 주께 찬송할지어다
시편,68,33,시편 68:33,옛적 하늘들의 하늘을 타신 자에게 찬송하라 ! 주께서 그 소리를 발하시니 웅장한 소리로다
시편,68,34,시편 68:34,너희는 하나님께 능력을 돌릴지어다 ! 그 위엄이 이스라엘 위에 있고 그 능력이 하늘에 있도다
시편,68,35,시편 68:35,"하나님이여, 위엄을 성소에서 나타내시나이다 이스라엘의 하나님은 그 백성에게 힘과 능을 주시나니 하나님을 찬송할지어다 !"
시편,69,1,시편 69:1,"하나님이여, 나를 구원하소서 물들이 내 영혼까지 흘러들어 왔나이다"
시편,69,2,시편 69:2,내가 설 곳이 없는 깊은 수렁에 빠지며 깊은 물에 들어가니 큰 물이 내게 넘치나이다
시편,69,3,시편 69:3,내가 부르짖음으로 피곤하여 내 목이 마르며 내 하나님을 바람으로 내 눈이 쇠하였나이다
시편,69,4,시편 69:4,무고히 나를 미워하는 자가 내 머리털보다 많고 무리히 내 원수가 되어 나를 끊으려 하는 자가 강하였으니 내가 취치 아니한 것도 물어 주게 되었나이다
시편,69,5,시편 69:5,"하나님이여, 나의 우매함을 아시오니 내 죄가 주의 앞에서 숨김이 없나이다"
시편,69,6,시편 69:6,"만군의 주 여호와여, 주를 바라는 자로 나를 인하여 수치를 당케 마옵소서 이스라엘의 하나님이여 주를 찾는 자로 나를 인하여 욕을 당케 마옵소서"
시편,69,7,시편 69:7,내가 주를 위하여 훼방을 받았사오니 수치가 내 얼굴에 덮였나이다
시편,69,8,시편 69:8,내가 내 형제에게는 객이 되고 내 모친의 자녀에게는 외인이 되었나이다
시편,69,9,시편 69:9,주의 집을 위하는 열성이 나를 삼키고 주를 훼방하는 훼방이 내게 미쳤나이다
시편,69,10,시편 69:10,내가 곡하고 금식함으로 내 영혼을 경계하였더니 그것이 도리어 나의 욕이 되었으며
시편,69,11,시편 69:11,내가 굵은 베로 내 옷을 삼았더니 내가 저희의 말거리가 되었나이다
시편,69,12,시편 69:12,성문에 앉은 자가 나를 말하며 취한 무리가 나를 가져 노래 하나이다
시편,69,13,시편 69:13,"여호와여, 열납하시는 때에 나는 주께 기도하오니 하나님이여, 많은 인자와 구원의 진리로 내게 응답하소서"
시편,69,14,시편 69:14,나를 수렁에서 건지사 빠지지 말게 하시고 나를 미워하는 자에게서와 깊은 물에서 건지소서
시편,69,16,시편 69:16,"여호와여, 주의 인자하심이 선하시오니 내게 응답하시며 주의 많은 긍휼을 따라 내게로 돌이키소서"
시편,69,17,시편 69:17,주의 얼굴을 주의 종에게서 숨기지 마소서 내가 환난 중에 있사오니 속히 내게 응답하소서
시편,69,18,시편 69:18,내 영혼에게 가까이 하사 구속하시며 내 원수를 인하여 나를 속량 하소서
시편,69,19,시편 69:19,주께서 나의 훼방과 수치와 능욕을 아시나이다 내 대적이 다 주의 앞에 있나이다
시편,69,20,시편 69:20,훼방이 내 마음을 상하여 근심이 충만하니 긍휼히 여길 자를 바라나 없고 안위할 자를 바라나 찾지 못하였나이다
시편,69,26,시편 69:26,대저 저희가 주의 치신 자를 핍박하며 주께서 상케 하신 자의 슬픔을 말하였사오니
시편,69,29,시편 69:29,"오직 나는 가난하고 슬프오니 하나님이여, 주의 구원으로 나를 높이소서"
시편,69,30,시편 69:30,내가 노래로 하나님의 이름을 찬송하며 감사함으로 하나님을 광대하시다 하리니
시편,69,31,시편 69:31,이것이 소 곧 뿔과 굽이 있는 황소를 드림보다 여호와를 더욱 기쁘시게 함이 될 것이라
시편,69,32,시편 69:32,온유한 자가 이를 보고 기뻐하나니 하나님을 찾는 너희들아 ! 너희 마음을 소생케 할지어다
시편,69,33,시편 69:33,여호와는 궁핍한 자를 들으시며 자기를 인하여 수금된 자를 멸시치 아니하시나니
시편,69,34,시편 69:34,천지가 그를 찬송할 것이요 바다와 그 중의 모든 동물도 그리할지로다
시편,69,35,시편 69:35,하나님이 시온을 구원하시고 유다 성읍들을 건설하시리니 무리가 거기 거하여 소유를 삼으리로다
시편,69,36,시편 69:36,그 종들의 후손이 또한 이를 상속하고 그 이름을 사랑하는 자가 그 중에 거하리로다
시편,70,1,시편 70:1,"하나님이여, 속히 나를 건지소서 여호와여, 속히 나를 도우소서"
시편,70,4,시편 70:4,주를 찾는 모든 자로 주를 인하여 기뻐하고 즐거워하게 하시며 주의 구원을 사모하는 자로 항상 말하기를 하나님은 광대하시다 하게 하소서
시편,70,5,시편 70:5,"나는 가난하고 궁핍하오니 하나님이여, 속히 내게 임하소서 주는 나의 도움이시요 나를 건지시는 자시오니 여호와여, 지체치 마소서"
시편,71,1,시편 71:1,"여호와여, 내가 주께 피하오니 나로 영영히 수치를 당케 마소서"
시편,71,2,시편 71:2,주의 의로 나를 건지시며 나를 풀어주시며 주의 귀를 내게 기울이사 나를 구원하소서
시편,71,3,시편 71:3,주는 나의 무시로 피하여 거할 바위가 되소서 주께서 나를 구원하라 명하셨으니 이는 주께서 나의 반석이시요 나의 산성이심이니이다
시편,71,4,시편 71:4,"나의 하나님이여, 나를 악인의 손 곧 불의한 자와 흉악한 자의 장중에서 피하게 하소서"
시편,71,5,시편 71:5,"주 여호와여, 주는 나의 소망이시요 나의 어릴 때부터 의지시라"
시편,71,6,시편 71:6,내가 모태에서부터 주의 붙드신 바 되었으며 내 어미 배에서 주의 취하여 내신 바 되었사오니 나는 항상 주를 찬송하리이다 !
시편,71,7,시편 71:7,나는 무리에게 이상함이 되었사오나 주는 나의 견고한 피난처시오니
시편,71,8,시편 71:8,주를 찬송함과 주를 존숭함이 종일토록 내 입에 가득하리이다
시편,71,9,시편 71:9,나를 늙은 때에 버리지 마시며 내 힘이 쇠약한 때에 떠나지 마소서
시편,71,12,시편 71:12,"하나님이여, 나를 멀리 마소서 나의 하나님이여, 속히 나를 도우소서"
시편,71,14,시편 71:14,나는 항상 소망을 품고 주를 더욱 찬송하리이다
시편,71,15,시편 71:15,내가 측량할 수 없는 주의 의와 구원을 내 입으로 종일 전하리이다
시편,71,16,시편 71:16,내가 주 여호와의 능하신 행적을 가지고 오겠사오며 주의 의 곧 주의 의만 진술하겠나이다
시편,71,17,시편 71:17,"하나님이여, 나를 어려서부터 교훈하셨으므로 내가 지금까지 주의 기사를 전하였나이다"
시편,71,18,시편 71:18,"하나님이여, 내가 늙어 백수가 될 때에도 나를 버리지 마시며 내가 주의 힘을 후대에 전하고 주의 능을 장래 모든 사람에게 전하기까지 나를 버리지 마소서"
시편,71,19,시편 71:19,"하나님이여, 주의 의가 또한 지극히 높으시니이다 하나님이여, 주께서 대사를 행하셨사오니 누가 주와 같으리이까"
시편,71,21,시편 71:21,나를 더욱 창대하게 하시고 돌이키사 나를 위로하소서
시편,71,22,시편 71:22,"나의 하나님이여, 내가 또 비파를 주를 찬양하며 주의 성실을 찬양하리이다 이스라엘의 거룩하신 주여, 내가 수금으로 주를 찬양 하리이다"
시편,71,23,시편 71:23,내가 주를 찬양할 때에 내 입술이 기뻐 외치며 주께서 구속하신 내 영혼이 즐거워하리이다
시편,71,24,시편 71:24,내 혀도 종일토록 주의 의를 말씀하오리니 나를 모해하려 하던 자가 수치와 무안을 당함이니이다
시편,72,1,시편 72:1,"하나님이여, 주의 판단력을 왕에게 주시고 주의 의를 왕의 아들에게 주소서"
시편,72,2,시편 72:2,저가 주의 백성을 의로 판단하며 주의 가난한 자를 공의로 판단하리니
시편,72,3,시편 72:3,의로 인하여 산들이 백성에게 평강을 주며 작은 산들도 그리하리로다
시편,72,5,시편 72:5,저희가 해가 있을 동안에 주를 두려워하며 달이 있을 동안에 대대로 그리하리로다
시편,72,6,시편 72:6,저는 벤 풀에 내리는 비같이 땅을 적시는 소낙비 같이 임하리니
시편,72,7,시편 72:7,저의 날에 의인이 흥왕하여 평강의 풍성함이 달이 다할 때까지 이르리로다
시편,72,10,시편 72:10,다시스와 섬의 왕들이 공세를 바치며 스바와 시바 왕들이 예물을 드리리로다
시편,72,11,시편 72:11,만왕이 그 앞에 부복하며 열방이 다 그를 섬기리로다
시편,72,12,시편 72:12,저는 궁핍한 자의 부르짖을 때에 건지며 도움이 없는 가난한 자도 건지며
시편,72,14,시편 72:14,저희 생명을 압박과 강포에서 구속하리니 저희 피가 그 목전에 귀하리로다
시편,72,16,시편 72:16,산꼭대기의 땅에도 화곡이 풍성하고 그 열매가 레바논 같이 흔들리며 성에 있는 자가 땅의 풀같이 왕성하리로다
시편,72,17,시편 72:17,"그 이름이 영구함이여, 그 이름이 해와 같이 장구하리로다 사람들이 그로 인하여 복을 받으리니 열방이 다 그를 복되다 하리로다"
시편,73,1,시편 73:1,하나님이 참으로 이스라엘 중 마음이 정결한 자에게 선을 행하시나
시편,73,2,시편 73:2,나는 거의 실족할 뻔 하였고 내 걸음이 미끄러질 뻔 하였으니
시편,73,5,시편 73:5,타인과 같은 고난이 없고 타인과 같은 재앙도 없나니
시편,73,10,시편 73:10,그러므로 그 백성이 이리로 돌아와서 잔에 가득한 물을 다 마시며
시편,73,13,시편 73:13,내가 내 마음을 정히 하며 내 손을 씻어 무죄하다 한 것이 실로 헛되도다
시편,73,14,시편 73:14,나는 종일 재앙을 당하며 아침마다 징책을 보았도다
시편,73,15,시편 73:15,내가 만일 스스로 이르기를 내가 이렇게 말하리라 하였더면 주의 아들들의 시대를 대하여 궤휼을 행하였으리이다
시편,73,16,시편 73:16,내가 어찌면 이를 알까 하여 생각한즉 내게 심히 곤란하더니
시편,73,17,시편 73:17,하나님의 성소에 들어갈 때에야 저희 결국을 내가 깨달았나이다
시편,73,21,시편 73:21,내 마음이 산란하며 내 심장이 찔렸나이다
시편,73,22,시편 73:22,내가 이같이 우매 무지하니 주의 앞에 짐승이오나
시편,73,23,시편 73:23,내가 항상 주와 함께하니 주께서 내 오른손을 붙드셨나이다
시편,73,24,시편 73:24,주의 교훈으로 나를 인도하시고 후에는 영광으로 나를 영접하시리니
시편,73,25,시편 73:25,하늘에서는 주 외에 누가 내게 있리요 땅에서는 주 밖에 나의 사모할 자 없나이다
시편,73,26,시편 73:26,내 육체와 마음은 쇠잔하나 하나님은 내 마음의 반석이시요 영원한 분깃이시라
시편,73,28,시편 73:28,하나님께 가까이 함이 내게 복이라 내가 주 여호와를 나의 피난처로 삼아 주의 모든 행사를 전파하리이다
시편,74,2,시편 74:2,옛적부터 얻으시고 구속하사 주의 기업의 지파로 삼으신 주의 회중을 기억하시며 주의 거하신 시온 산도 생각하소서
시편,74,9,시편 74:9,우리의 표적이 보이지 아니하며 선지자도 다시 없으며 이런 일이 얼마나 오랠는지 우리 중에 아는 자도 없나이다
시편,74,10,시편 74:10,"하나님이여, 대적이 언제까지 훼방하겠으며 원수가 주의 이름을 영원히 능욕하리이까 ?"
시편,74,12,시편 74:12,하나님은 예로부터 나의 왕이시라 인간에 구원을 베푸셨나이다
시편,74,13,시편 74:13,주께서 주의 능력으로 바다를 나누시고 물 가운데 용들의 머리를 깨뜨리셨으며
시편,74,15,시편 74:15,바위를 쪼개사 큰 물을 내시며 길이 흐르는 강들을 말리우셨나이다
시편,74,16,시편 74:16,낮도 주의 것이요 밤도 주의 것이라 주께서 빛과 해를 예비하셨으며
시편,74,17,시편 74:17,땅의 경계를 정하시며 여름과 겨울을 이루셨나이다
시편,74,18,시편 74:18,"여호와여, 이것을 기억하소서 원수가 주를 비방하며 우매한 백성이 주의 이름을 능욕하였나이다"
시편,74,19,시편 74:19,주의 멧비둘기의 생명을 들짐승에게 주지 마시며 주의 가난한 자의 목숨을 영영히 잊지 마소서
시편,74,20,시편 74:20,언약을 돌아보소서 대저 땅 흑암한 곳에 강포한 자의 처소가 가득하였나이다
시편,74,21,시편 74:21,학대 받은 자로 부끄러이 돌아가게 마시고 가난한 자와 궁핍한 자로 주의 이름을 찬송케 하소서
시편,74,22,시편 74:22,"하나님이여, 일어나사 주의 원통을 푸시고 우매한 자가 종일 주를 비방하는 것을 기억하소서"
시편,75,1,시편 75:1,하나님이여 우리가 주께 감사하고 감사함은 주의 이름이 가까움이라 사람들이 주의 기사를 전파하나이다
시편,75,3,시편 75:3,땅의 기둥은 내가 세웠거니와 땅과 그 모든 거민이 소멸되리라 하시도다
시편,75,4,시편 75:4,내가 오만한 자더러 오만히 행치말라 하며 행악자더러 뿔을 들지 말라 하였노니
시편,75,5,시편 75:5,너희 뿔을 높이 들지 말며 교만한 목으로 말하지 말지어다
시편,75,6,시편 75:6,대저 높이는 일이 동에서나 서에서 말미암지 아니하며 남에서도 말미암지 아니하고
시편,75,7,시편 75:7,오직 재판장이신 하나님이 이를 낮추시고 저를 높이시느니라
시편,76,1,시편 76:1,하나님이 유다에 알린 바 되셨으며 그 이름은 이스라엘에 크시도다
시편,76,2,시편 76:2,"그 장막이 또한 살렘에 있음이여, 그 처소는 시온에 있도다"
시편,76,4,시편 76:4,주는 영화로우시며 약탈한 산에서 존귀하시도다
시편,76,11,시편 76:11,너희는 여호와 너희 하나님께 서원하고 갚으라 사방에 있는 모든 자도 마땅히 경외할 이에게 예물을 드릴지로다
시편,77,1,시편 77:1,내가 내 음성으로 하나님께 부르짖으리니 하나님께 내 음성으로 부르짖으면 내게 귀를 기울이시리로다
시편,77,2,시편 77:2,나의 환난날에 내가 주를 찾았으며 밤에는 내 손을 들고 거두지 아니하였으며 내 영혼이 위로 받기를 거절하였도다
시편,77,3,시편 77:3,내가 하나님을 생각하고 불안하여 근심하니 내 심령이 상하도다
시편,77,4,시편 77:4,주께서 나로 눈을 붙이지 못하게 하시니 내가 괴로워 말할 수 없나이다
시편,77,5,시편 77:5,내가 옛날 곧 이전 해를 생각하였사오며
시편,77,7,시편 77:7,"주께서 영원히 버리실까, 다시는 은혜를 베풀지 아니하실까"
시편,77,8,시편 77:8,"그 인자하심이 길이 다하였는가, 그 허락을 영구히 폐하셨는가"
시편,77,9,시편 77:9,"하나님이 은혜 베푸심을 잊으셨는가, 노하심으로 그 긍휼을 막으셨는가 하였나이다"
시편,77,10,시편 77:10,또 내가 말하기를 이는 나의 연약함이라 지존자의 오른손의 해
시편,77,12,시편 77:12,또 주의 모든 일을 묵상하며 주의 행사를 깊이 생각하리이다
시편,77,13,시편 77:13,"하나님이여, 주의 도는 극히 거룩하시오니 하나님과 같이 큰 신이 누구오니이까"
시편,77,14,시편 77:14,주는 기사를 행하신 하나님이시라 민족들 중에 주의 능력을 알으시고
시편,77,16,시편 77:16,"하나님이여, 물들이 주를 보았나이다 물들이 주를 보고 두려워하며 깊음도 진동하였고"
시편,77,17,시편 77:17,구름이 물을 쏟고 궁창이 소리를 발하며 주의 살도 날아 나갔나이다
시편,77,18,시편 77:18,회리바람 중에 주의 우뢰의 소리가 있으며 번개가 세계를 비취며 땅이 흔들리고 움직였나이다
시편,77,19,시편 77:19,주의 길이 바다에 있었고 주의 첩경이 큰 물에 있었으나 주의 종적을 알 수 없었나이다
시편,78,1,시편 78:1,"내 백성이여, 내 교훈을 들으며 내 입의 말에 귀를 기울일지어다"
시편,78,2,시편 78:2,내가 입을 열고 비유를 베풀어서 옛 비밀한 말을 발표하리니
시편,78,4,시편 78:4,우리가 이를 그 자손에게 숨기지 아니하고 여호와의 영예와 그 능력과 기이한 사적을 후대에 전하리로다
시편,78,5,시편 78:5,여호와께서 증거를 야곱에게 세우시며 법도를 이스라엘에게 정하시고 우리 열조에게 명하사 저희 자손에게 알게 하라 하셨으니
시편,78,7,시편 78:7,저희로 그 소망을 하나님께 두며 하나님의 행사를 잊지 아니하고 오직 그 계명을 지켜서
시편,78,11,시편 78:11,여호와의 행하신 것과 저희에게 보이신 기사를 잊었도다
시편,78,14,시편 78:14,낮에는 구름으로 온 밤에는 화광으로 인도하셨으며
시편,78,15,시편 78:15,광야에서 반석을 쪼개시고 깊은 수원에서 나는 것 같이 저희에게 물을 흡족히 마시우셨으며
시편,78,16,시편 78:16,또 반석에서 시내를 내사 물이 강 같이 흐르게 하셨으나
시편,78,23,시편 78:23,그러나 저가 오히려 위의 궁창을 명하시며 하늘 문을 여시고
시편,78,24,시편 78:24,저희에게 만나를 비같이 내려 먹이시며 하늘 양식으로 주셨나니
시편,78,25,시편 78:25,사람이 권세 있는 자의 떡을 먹음이여 하나님이 식물을 충족히 주셨도다
시편,78,27,시편 78:27,저희에게 고기를 티끌같이 내리시니 곧 바다 모래 같은 나는 새라
시편,78,28,시편 78:28,그 진중에 떨어지게 하사 그 거처에 둘리셨도다
시편,78,29,시편 78:29,저희가 먹고 배불렀나니 하나님이 저희 소욕대로 주셨도다
시편,78,32,시편 78:32,그럴지라도 저희가 오히려 범죄하여 그의 기사를 믿지 아니하였으므로
시편,78,35,시편 78:35,하나님이 저희의 반석이시요 지존하신 하나님이 저희 구속자이심을 기억하였도다
시편,78,38,시편 78:38,오직 하나님은 자비하심으로 죄악을 사하사 멸하지 아니하시고 그 진노를 여러번 돌이키시며 그 분을 다 발하지 아니하셨으니
시편,78,39,시편 78:39,저희는 육체 뿐이라 가고 다시 오지 못하는 바람임을 기억하셨음이로다
시편,78,41,시편 78:41,저희가 돌이켜 하나님을 재삼 시험하며 이스라엘의 거룩한 자를 격동하였도다
시편,78,52,시편 78:52,자기 백성을 양 같이 인도하여 내시고 광야에서 양떼같이 지도하셨도다
시편,78,53,시편 78:53,저희를 안전히 인도하시니 저희는 두려움이 없었으나 저희 원수는 바다에 엄몰되었도다
시편,78,54,시편 78:54,저희를 그 성소의 지경 곧 그의 오른손이 취하신 산으로 인도하시고
시편,78,55,시편 78:55,또 열방을 저희 앞에서 쫓아 내시며 줄로 저희 기업을 분배하시고 이스라엘 지파로 그 장막에 거하게 하셨도다
시편,78,57,시편 78:57,저희 열조같이 배반하고 궤사를 행하여 속이는 활 같이 빗가서
시편,78,58,시편 78:58,자기 산당으로 그 노를 격동하며 저희 조각한 우상으로 그를 진노케 하였으매
시편,78,65,시편 78:65,때에 주께서 자다가 깬 자 같이 포도주로 인하여 외치는 용사 같이 일어나사
시편,78,68,시편 78:68,오직 유다 지파와 그 사랑하시는 시온산을 택하시고
시편,78,69,시편 78:69,"그 성소를 산의 높음 같이, 영원히 두신 땅 같이 지으셨으며"
시편,78,71,시편 78:71,젖 양을 지키는 중에서 저희를 이끄사 그 백성인 야곱 그 기업인 이스라엘을 기르게 하셨더니
시편,79,8,시편 79:8,우리 열조의 죄악을 기억하여 우리에게 돌리지 마옵소서 우리가 심히 천하게 되었사오니 주의 긍휼하심으로 속히 우리를 영접하소서
시편,79,9,시편 79:9,"우리 구원의 하나님이여, 주의 이름의 영광을 위하여 우리를 도우시며 주의 이름을 위하여 우리를 건지시며 우리 죄를 사하소서"
시편,79,11,시편 79:11,갇힌 자의 탄식으로 주의 앞에 이르게 하시며 죽이기로 정한 자를 주의 크신 능력을 따라 보존하소서
시편,79,13,시편 79:13,그러하면 주의 백성 곧 주의 기르시는 양 된 우리는 영원히 주께 감사하며 주의 영예를 대대로 전하리이다
시편,80,3,시편 80:3,하나님이여 우리를 돌이키시고 주의 얼굴 빛을 비취사 우리로 구원을 얻게 하소서
시편,80,7,시편 80:7,만군의 하나님이여 우리를 돌이키시고 주의 얼굴 빛을 비취사 우리로 구원을 얻게 하소서
시편,80,10,시편 80:10,그 그늘이 산들을 가리우고 그 가지는 하나님의 백향목 같으며
시편,80,11,시편 80:11,그 가지가 바다까지 뻗고 넝쿨이 강까지 미쳤거늘
시편,80,14,시편 80:14,만군의 하나님이여 구하옵나니 돌이키사 하늘에서 굽어보시고 이 포도나무를 권고하소서
시편,80,15,시편 80:15,주의 오른손으로 심으신 줄기요 주를 위하여 힘있게 하신 가지니이다
시편,80,17,시편 80:17,주의 우편에 있는 자 곧 주를 위하여 힘있게 하신 인자의 위에 주의 손을 얹으소서
시편,80,18,시편 80:18,그러하면 우리가 주에게서 물러가지 아니하오리니 우리를 소생케 하소서 우리가 주의 이름을 부르리이다
시편,80,19,시편 80:19,만군의 하나님 여호와여 우리를 돌이키시고 주의 얼굴 빛을 비취소서 우리가 구원을 얻으리이다
시편,81,1,시편 81:1,우리 능력 되신 하나님께 높이 노래하며 야곱의 하나님께 즐거이 노래할지어다
시편,81,2,시편 81:2,시를 읊으며 소고를 치고 아름다운 수금에 비파를 아우를지어다
시편,81,3,시편 81:3,월삭과 월망과 우리의 절일에 나팔을 불지어다
시편,81,6,시편 81:6,이르시되 내가 그 어깨에서 짐을 벗기고 그 손에서 광주리를 놓게 하였도다
시편,81,7,시편 81:7,네가 고난 중에 부르짖으매 내가 너를 건졌고 뇌성의 은은한 곳에서 네게 응답하며 므리바 물가에서 너를 시험하였도다
시편,81,8,시편 81:8,"내 백성이여 들으라 내가 네게 증거하리라 이스라엘이여, 내게 듣기를 원하노라"
시편,81,9,시편 81:9,너희 중에 다른 신을 두지 말며 이방신에게 절하지 말지어다
시편,81,13,시편 81:13,내 백성이 나를 청종하며 이스라엘이 내 도 행하기를 원하노라
