# 오늘의 말씀 한 줄 적용문 — reference<TAB>적용문
# 풀이(LLM)가 실패했을 때의 폴백이다. 한 문장, 30자 안팎, '~하세요/~보세요' 체.
# 기존 385개 목록에서 참조가 같은 것은 그대로 가져왔다.
잠언 9:8	충고는 받을 사람을 가려서 하세요.
잠언 9:9	배우려는 사람에게 나누면 더 자랍니다.
잠언 10:12	덮어 줄 수 있는 허물을 오늘 덮어 주세요.
잠언 10:19	말이 많아질 때 한 번 멈춰 보세요.
잠언 10:22	근심까지 얹혀 오는 복은 복이 아닙니다.
잠언 10:25	바람이 지나가도 남는 기초를 세우세요.
잠언 11:13	들은 이야기를 오늘 옮기지 말고 지켜 주세요.
잠언 11:17	남에게 모질게 구는 일이 결국 나를 상하게 합니다.
잠언 11:24	쥐고 있을수록 줄어드는 것이 있습니다.
잠언 11:25	남을 넉넉하게 하는 자리에 나도 넉넉해집니다.
잠언 11:28	가진 것에 기대던 마음을 오늘 점검해 보세요.
잠언 12:1	쓴소리를 반가워하는 사람이 자랍니다.
잠언 12:15	내 생각이 맞다고 느낄 때가 가장 위험합니다.
잠언 12:18	오늘 내 말이 찌르는 칼인지 약인지 보세요.
잠언 12:19	당장 통하는 거짓보다 오래 남는 진실을 택하세요.
잠언 12:25	근심에 눌린 사람에게 오늘 선한 말을 건네 보세요.
잠언 13:3	하고 싶은 말을 다 하지 않는 것도 지혜입니다.
잠언 13:12	바라던 일이 더뎌 마음이 상했다면, 그 마음을 인정해 주세요.
잠언 13:20	곁에 두는 사람이 나를 만듭니다.
잠언 14:10	내 아픔을 남이 다 알 수 없습니다. 그래도 아시는 분이 계십니다.
잠언 14:13	웃고 있어도 슬플 수 있습니다. 그 마음을 눌러 담지 마세요.
잠언 14:21	오늘 스치는 한 사람을 함부로 대하지 마세요.
잠언 14:23	말로만 하던 일을 오늘 손으로 해 보세요.
잠언 14:27	두려움의 방향을 바꾸면 삶의 방향이 바뀝니다.
잠언 14:30	시기하는 마음이 나를 갉아먹습니다.
잠언 14:31	약한 사람을 대하는 태도가 곧 하나님을 대하는 태도입니다.
잠언 14:34	내가 선 자리를 바르게 하는 것이 공동체를 세웁니다.
잠언 15:1	화가 올라올 때 목소리를 한 톤 낮춰 보세요.
잠언 15:3	아무도 보지 않는 자리에서의 나를 생각해 보세요.
잠언 15:15	형편이 같아도 마음에 따라 하루가 달라집니다.
잠언 15:16	적게 가지고 평안한 편이 나을 때가 있습니다.
잠언 15:17	무엇을 먹느냐보다 누구와 먹느냐입니다.
잠언 15:18	다툼을 키울지 그칠지는 내 속도에 달렸습니다.
잠언 15:23	때에 맞는 말 한마디를 오늘 건네 보세요.
잠언 15:30	좋은 소식 하나를 오늘 누군가에게 전해 주세요.
잠언 16:2	스스로 깨끗하다 여기는 지점을 한 번 의심해 보세요.
잠언 16:3	붙잡고 씨름하던 일을 오늘 맡겨 보세요.
잠언 16:7	원수 같던 관계도 달라질 수 있습니다.
잠언 16:20	말씀에 귀 기울이는 하루가 좋은 하루입니다.
잠언 16:24	오늘 한 사람에게 꿀 같은 말을 해 주세요.
잠언 16:31	나이 드는 일을 부끄러워하지 마세요.
잠언 17:3	지금 겪는 이 일이 마음을 연단하는 중일 수 있습니다.
잠언 17:6	가족은 서로에게 면류관입니다. 오늘 안부를 물어보세요.
잠언 17:9	이미 지난 허물을 다시 꺼내지 마세요.
잠언 17:14	새는 곳을 일찍 막으면 큰 싸움이 없습니다.
잠언 17:22	즐거운 마음이 최고의 약입니다. 오늘 한 번 웃어 보세요.
잠언 17:28	모를 때는 말을 아끼는 편이 낫습니다.
잠언 18:4	깊은 사람의 말은 깊은 물처럼 마르지 않습니다.
잠언 16:32	성을 빼앗는 것보다 어려운 것이 내 마음을 다스리는 일입니다.
잠언 18:10	달려갈 곳이 있다는 것만으로 안전합니다.
잠언 18:13	끝까지 듣고 나서 대답하세요.
잠언 18:21	오늘 내 혀가 살리는 쪽으로 쓰이게 하세요.
잠언 18:24	수를 늘리기보다 한 사람을 깊이 사귀세요.
잠언 19:11	넘어갈 수 있는 허물은 오늘 넘어가 주세요.
잠언 19:17	가난한 이에게 베푼 것은 사라지지 않습니다.
잠언 19:20	오늘 들은 충고 하나를 흘려보내지 마세요.
잠언 19:21	내 계획이 어긋나도 더 큰 뜻이 서 있습니다.
잠언 20:12	듣고 보는 능력 자체가 선물입니다.
잠언 20:27	내 속 깊은 곳까지 아시는 분 앞에 오늘을 열어 두세요.
잠언 20:29	지금 내 나이가 가진 아름다움이 있습니다.
잠언 21:3	드리는 것보다 바르게 사는 것을 기뻐하십니다.
잠언 21:5	조급함을 내려놓고 오늘의 몫을 꾸준히 하세요.
잠언 21:13	귀를 닫는 습관은 결국 나에게 돌아옵니다.
잠언 21:21	의와 인자를 따라가는 하루가 되게 하세요.
잠언 22:1	무엇으로 기억되고 싶은지 오늘 생각해 보세요.
잠언 22:6	아이에게 말보다 길을 보여 주세요.
잠언 22:9	나누는 눈으로 오늘 하루를 보세요.
잠언 23:4	부자가 되려는 조급함을 오늘 한 번 내려놓아 보세요.
잠언 23:5	날아가 버릴 것에 마음을 다 두지 마세요.
잠언 23:17	남이 잘되는 것을 부러워하는 마음을 오늘 다스려 보세요.
잠언 23:23	진리는 사는 것이지 파는 것이 아닙니다.
잠언 24:16	일곱 번 넘어져도 다시 일어나면 됩니다.
잠언 25:11	때에 맞는 말은 그 자체로 선물입니다.
잠언 25:21	미운 사람에게 오늘 밥 한 끼 마음을 내어 보세요.
잠언 25:25	멀리 있는 사람에게 좋은 소식 하나를 전해 보세요.
잠언 25:28	스스로를 지키는 성벽이 무너지지 않게 하세요.
잠언 26:12	스스로 지혜롭다 여기는 순간을 조심하세요.
잠언 26:20	말을 옮기지 않으면 다툼은 저절로 꺼집니다.
잠언 26:27	남을 위해 판 함정에 결국 내가 빠집니다.
잠언 27:1	내일을 장담하지 말고 오늘 할 일을 하세요.
잠언 27:9	쓴소리를 해 주는 친구가 진짜 친구입니다.
잠언 27:17	나를 다듬어 주는 사람 곁에 머무르세요.
잠언 27:19	내 마음이 상대에게 그대로 비칩니다.
잠언 28:1	떳떳하면 두려울 것이 없습니다.
잠언 28:13	숨기고 있던 것을 오늘 정직하게 꺼내 보세요.
잠언 28:20	빨리 가려다 잃는 것이 있습니다.
잠언 28:25	더 가지려는 마음이 다툼을 부릅니다.
잠언 28:26	내 마음을 다 믿지 마세요. 물어보고 가세요.
잠언 29:23	높아지려 할수록 낮아지고, 낮출수록 세워집니다.
잠언 29:25	사람의 눈치를 보던 자리에서 오늘 자유로워지세요.
잠언 31:30	겉모습보다 오래 남는 것을 가꾸세요.
잠언 30:8	모자라지도 넘치지도 않게 해 달라고 오늘 구해 보세요.
전도서 1:18	많이 아는 만큼 마음이 무거울 수 있습니다. 그것도 정상입니다.
전도서 3:11	지금은 몰라도 때가 되면 아름답게 하십니다.
전도서 4:12	혼자 버티지 마세요. 함께면 끊어지지 않습니다.
전도서 5:2	기도할 때 말을 늘리기보다 마음을 낮추세요.
전도서 5:10	더 벌어도 채워지지 않는 자리가 있습니다.
전도서 5:12	많이 가진 것이 잠을 보장하지는 않습니다.
전도서 7:5	듣기 좋은 말보다 바른 말을 곁에 두세요.
전도서 7:8-9	화가 치밀 때 결말을 먼저 생각해 보세요.
전도서 7:10	옛날만 못하다는 말로 오늘을 흘려보내지 마세요.
전도서 7:13	내 힘으로 펼 수 없는 일은 맡기세요.
전도서 7:20	완벽하지 않은 나를 너무 몰아세우지 마세요.
전도서 7:29	단순하게 지어진 나를 복잡하게 만들지 마세요.
전도서 10:10	무작정 힘쓰기 전에 날을 먼저 갈아 보세요.
전도서 11:4	조건이 갖춰지기를 기다리다 때를 놓치지 마세요.
전도서 11:6	결과를 다 알 수 없어도 오늘의 씨를 뿌리세요.
전도서 11:7	오늘 햇빛 한 줌을 누리는 것도 은혜입니다.
전도서 12:13	복잡하게 생각할 것 없습니다. 경외하고 지키면 됩니다.
